961.70,25.04,0.00,0.12,1.00
962.00,25.05,0.00,0.06,1.03
961.90,25.04,-0.09,0.06,1.09
961.40,25.05,0.00,0.03,1.09
961.40,25.05,0.00,0.03,1.09
962.10,25.05,0.00,0.03,1.09
961.70,25.05,0.00,0.03,1.09
961.80,25.06,0.00,0.03,1.09
962.10,25.06,0.00,0.03,1.09
961.60,25.05,0.00,0.03,1.09
961.80,25.05,0.00,0.03,1.09
961.60,25.06,0.00,0.03,1.06
962.10,25.06,0.00,0.03,1.09
962.00,25.05,0.03,0.03,1.09
962.20,25.05,0.00,0.03,1.09
961.90,25.06,0.00,0.03,1.06
961.90,25.05,0.00,0.03,1.06
961.90,25.05,0.00,0.03,1.09
961.20,25.05,0.00,0.03,1.09
961.80,25.05,0.00,0.03,1.06
961.50,25.05,0.00,0.03,1.06
961.70,25.05,0.00,0.03,1.09
961.70,25.05,0.00,0.03,1.09
961.20,25.05,0.00,0.03,1.09
961.60,25.05,0.00,0.03,1.06
961.50,25.05,0.00,0.03,1.09
961.50,25.04,0.00,0.03,1.09
961.70,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
961.70,25.04,0.00,0.03,1.06
961.70,25.04,0.00,0.03,1.06
961.80,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
962.00,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.06
961.90,25.04,0.00,0.03,1.09
962.00,25.04,0.00,0.03,1.06
961.90,25.04,0.00,0.03,1.09
961.90,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
961.50,25.04,0.00,0.03,1.09
961.90,25.04,0.00,0.03,1.09
962.20,25.04,0.00,0.03,1.09
961.60,25.04,0.03,0.03,1.09
962.00,25.04,0.03,0.03,1.06
961.50,25.04,0.00,0.03,1.09
961.90,25.04,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
961.70,25.04,0.00,0.03,1.09
962.00,25.04,0.00,0.03,1.06
961.60,25.04,0.00,0.03,1.09
961.90,25.04,0.00,0.03,1.06
961.60,25.04,0.00,0.03,1.09
961.70,25.04,0.00,0.03,1.09
961.50,25.04,0.00,0.03,1.09
961.70,25.04,0.00,0.03,1.09
961.90,25.03,0.00,0.03,1.09
961.90,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.06
962.00,25.04,0.00,0.03,1.09
962.10,25.03,0.00,0.03,1.06
961.80,25.03,0.00,0.03,1.09
961.80,25.04,0.00,0.03,1.09
962.00,24.86,0.00,0.03,1.09
961.70,24.94,0.00,0.03,1.09
961.80,24.97,0.00,0.03,1.06
961.90,24.99,0.00,0.03,1.06
961.40,25.00,0.00,0.03,1.09
962.10,25.01,0.00,0.03,1.09
962.00,25.01,0.00,0.03,1.09
962.00,25.01,0.00,0.03,1.09
961.40,25.02,0.00,0.03,1.09
961.70,25.02,0.00,0.03,1.09
962.20,25.02,0.00,0.03,1.06
961.70,25.01,0.00,0.03,1.09
961.70,25.02,0.00,0.03,1.09
962.00,25.02,0.00,0.03,1.06
962.00,25.02,0.00,0.03,1.06
961.30,25.02,0.00,0.03,1.09
961.60,25.02,0.00,0.03,1.09
961.60,25.02,0.00,0.03,1.09
961.70,25.02,0.00,0.03,1.06
961.60,25.02,0.00,0.03,1.09
961.60,25.02,0.00,0.03,1.06
961.80,25.02,0.03,0.03,1.09
961.40,25.02,0.03,0.03,1.09
961.70,25.02,0.00,0.03,1.09
961.90,25.02,0.00,0.03,1.06
961.80,25.02,0.00,0.03,1.09
961.70,25.02,0.00,0.03,1.06
961.60,25.02,0.00,0.03,1.06
962.30,25.02,0.00,0.03,1.09
